uuid,col1,col2
61d4190d-8483-484a-a82c-ae2ffee2d034,0.026374772849561846,0.9648019005876223
f69bc0ff-f61b-4b44-b956-46c7342dc00c,0.26032170142265076,0.6046148331722857
81d78772-5292-476a-9e55-6059da953e1e,-0.395145541517793,0.8097971305942921
98941d2c-3724-4fa1-aa70-b3f4b7649759,-0.20430090503826184,0.7534662438354572
fc612e24-dc3a-4acd-8d95-e8bf083b32b0,-1.2716326547194026,0.6553022185400376
7106c885-7f6c-46ce-bbbe-89eb18532977,-2.596878630257014,0.37782962135089615
6b9772e9-0850-444f-ab89-e9e406da87b6,0.28968091185054645,0.31738832906629
4154f7f1-ce1e-467e-ba31-768219c5d2c2,-0.8733046438122272,0.10949532823123653
6f157b06-39cd-45db-b461-a68bf2890373,0.3940726565612827,0.30903249402955024
edca4c7a-3a48-41c9-abbd-604efb0df0fe,0.93510554388491,0.5886472898861005
756462d2-917d-4ef7-9d8b-e6536e50f5a5,-0.015684707555987196,0.3886638679748521
9e5a43df-166d-47bb-b759-fdabf33aaa36,0.2595959662533309,0.750650115326823
f98551a8-5e0e-4b77-8511-64040f6dd19d,-1.473314241090242,0.8702571951269633
14304d6a-d316-43a1-9331-826d6f6f9fd7,0.8019265960762537,0.9321192498591022
47650e61-4018-4dab-8805-8a83bbbb13b9,-1.7507523866715193,0.6024897138783137
2194c1db-d5fe-4984-82af-c1cac15b95a1,-0.4950519314243865,0.47837612863652057
5061382e-2102-48c1-9042-f52d3e8779a1,-1.0086008093231145,0.41098428794372877
8ce117b7-8b7a-4372-a53c-bb2730cc577a,0.025244185874402095,0.42199938071274934
19c3e529-1e46-454f-8494-69ce60b64893,-0.12150685468131342,0.1517106503440303
50e9297a-1d19-4c87-9974-73c5345c195d,-1.546873181920014,0.6286194879865835
491c2f9a-68a8-478d-ab52-44d70b2345da,-0.6069439735396445,0.4191699816987845
678af5e6-814f-4b14-9f7b-3ebeac20444e,-1.393812672355952,0.11489528131347349
7d30b728-1f51-4e76-932a-9c7e4766a027,-0.6276954945614528,0.2025824851018787
823f944b-10d0-4987-9dbd-f56e8bc398ba,0.33263215435598203,0.8788954949381597
3f4a3d19-d5db-424b-94f3-3be28db4df3b,-1.5413668418465787,0.23367420830753816
097fd518-7997-4233-a250-e94d463314fe,1.670299820371597,0.608100330415227
ded40db6-7985-4543-89fb-604779c8f111,-0.4995458653113172,0.39023364997316157
7424ab35-a124-4e89-8c2c-69a1f7734ac0,0.6731289645660609,0.5829594400272434
