uuid,col1,col2
1df45430-9838-4811-956e-9f2dc75a6a41,0.4967141530112327,0.417411003148779
5e5b16cd-7003-4980-88c6-ad06f7fe3723,-0.13826430117118466,0.22210781047073025
8054296e-fdbc-4041-80e5-d38d5ae3f6b2,0.6476885381006925,0.1198653673336828
f4abaddf-5d0d-4698-bd2a-a2fdfaa5c9c8,1.5230298564080254,0.33761517140362796
d6124c77-6eec-4b63-81d9-0fd17d995d73,-0.23415337472333597,0.9429097039125192
c2bb5a7e-a7b4-4ee1-b8e6-5c55d7152560,-0.23413695694918055,0.32320293202075523
9da9e119-0aa5-43d2-883c-aea548f7edbc,1.5792128155073915,0.5187906217433661
8bf31cec-163c-4dc9-a157-cbea1972eabe,0.7674347291529088,0.7030189588951778
2cc06aa4-7a7e-4ec0-b567-dde8f0b996df,-0.4694743859349521,0.363629602379294
15652ec6-7ed8-413a-9fc3-b33e42731809,0.5425600435859647,0.9717820827209607
72b1d751-a35a-456c-8e3e-fa8ebdd1d88d,-0.46341769281246226,0.9624472949421112
065bd25c-9292-4d4f-84cf-b449c6e9d719,-0.46572975357025687,0.25178229582536416
01db3967-787f-4896-9023-4bef79cccf40,0.24196227156603412,0.49724850589238545
05c11dfd-f919-43f0-9388-c1d6912a24e0,-1.913280244657798,0.30087830981676966
5f72983c-62cb-49ce-9491-0fd78c3b2ee8,-1.7249178325130328,0.2848404943774676
7f8c5de2-5ec6-419f-89b9-a1d52e6302f6,-0.5622875292409727,0.036886947354532795
89d07cfa-d64e-4dcf-83df-2802c93451d3,-1.0128311203344238,0.6095643339798968
b61866ed-0c42-43d4-8053-be7065310310,0.3142473325952739,0.5026790232288615
7757476d-3bc0-4095-96cd-441e1470ffac,-0.9080240755212109,0.05147875124998935
fcaf7573-e180-4c8c-8b82-d2bc72c33e41,-1.4123037013352915,0.27864646423661144
ce09864b-88b5-40f7-b8ac-39726182780b,1.465648768921554,0.9082658859666537
b566bbf3-9e20-49d1-8fe5-331a27462d40,-0.22577630048653566,0.23956189066697242
