uuid,col1,col2
2286ace0-32a1-47d2-8b35-5b67de7ed132,0.026374772849561846,0.9648019005876223
df7d9943-2558-471b-8dac-59de0c58c2e5,0.26032170142265076,0.6046148331722857
c35d95ae-976e-47a1-973a-dc81d8233270,-0.395145541517793,0.8097971305942921
c3ad7c4f-64e0-416b-9daf-872d3891116a,-0.20430090503826184,0.7534662438354572
eeb60383-b283-4d6b-a157-e1ab971d7302,-1.2716326547194026,0.6553022185400376
b62a8f6d-08fc-4971-8ed4-5293b24a47f2,-2.596878630257014,0.37782962135089615
e4c9f09c-82a8-41f0-829f-224879b556f0,0.28968091185054645,0.31738832906629
bf3deed4-5905-48be-929e-947a509ee0e8,-0.8733046438122272,0.10949532823123653
9a60fb33-1179-4918-bd28-ff751befeedb,0.3940726565612827,0.30903249402955024
ba868cdd-983c-4ec8-b849-3a9108373100,0.93510554388491,0.5886472898861005
d87ab4cc-49cc-41d4-bafc-40b8a35afd9f,-0.015684707555987196,0.3886638679748521
093f7215-a9be-4bf6-9096-3592e1cfdf07,0.2595959662533309,0.750650115326823
f3bd1338-d902-4ada-9d90-53d4650448b1,-1.473314241090242,0.8702571951269633
64fbef98-d932-4065-8868-20b6fc94a406,0.8019265960762537,0.9321192498591022
11f6615f-6742-4d32-9479-9a3d762382c5,-1.7507523866715193,0.6024897138783137
8860eb2c-f278-42e6-aeba-80b2fe1b97c1,-0.4950519314243865,0.47837612863652057
9f502804-4170-4faa-b757-bce835f77eaf,-1.0086008093231145,0.41098428794372877
96d674ce-1ca2-4425-a38c-d91c823b673f,0.025244185874402095,0.42199938071274934
af7d10ad-75eb-4899-943d-a3aad9dcb19b,-0.12150685468131342,0.1517106503440303
857ceeaf-3a87-476d-b292-a638a5658441,-1.546873181920014,0.6286194879865835
a7d29b9f-5b08-4208-86d7-494d4599e54a,-0.6069439735396445,0.4191699816987845
98f55692-ad74-48db-ad44-e90c62fb7e0b,-1.393812672355952,0.11489528131347349
0383d11a-3bc7-448b-bddc-f41d93cc0f4f,-0.6276954945614528,0.2025824851018787
58eb9e16-129c-4eb9-bef1-72b8488062c2,0.33263215435598203,0.8788954949381597
02191a77-5e6d-4d94-b3b5-e8a6bcb6c446,-1.5413668418465787,0.23367420830753816
a0d35828-72fd-4f64-9cd2-bd992906365c,1.670299820371597,0.608100330415227
7045d54a-0b49-4414-9e68-e3b9a16497b2,-0.4995458653113172,0.39023364997316157
43bdccb2-4ba5-49ce-b60c-edf54364a339,0.6731289645660609,0.5829594400272434
c4f8de3b-aa06-4e64-aed2-5bd87859e5ed,2.248089573181875,0.7288124978502571
bfb21316-a57e-4d7c-ab18-2eb691fbb03c,-1.6542627510492425,0.5171169801259848
4e8bb78b-dab7-42a2-826b-a38e76329d3a,-0.47439701617327434,0.8228270304358388
f180526a-239f-445d-88b3-7bda1b9035ee,-0.30191524090065736,0.325377541118959
fc8f92a5-39f3-4f17-9a87-45af8a451d74,-0.9310263770875058,0.3132171334518836
4906e85d-0757-4814-9fbd-c181a861fecd,1.1109860596933736,0.3550985492284746
f96217a1-c824-4b24-86ac-dae96846228b,-0.18968295844613775,0.0951198285526551
9b3bc1ab-9bd4-4a50-9f8c-6883bf30a9d7,1.2784095909934245,0.9833354422511615
7f59c0a0-1148-4634-bbbc-8dd66f78409e,-0.5540771189564024,0.16376440610316623
25b9c665-8c00-4107-bd6e-e5fd4a74c15d,0.3543027399926362,0.9368635594879832
370e0003-1398-4b75-b875-87118818195d,-0.4402761723339558,0.4458548735203173
0daa75d3-1585-46aa-962f-812a24c929d6,-0.4244488272880509,0.30738284945655314
178682a6-a9d3-4682-9fee-cccb759411f1,0.22808162485144834,0.5488429726343604
70d05d04-67a9-4251-a421-74926b8b6978,0.579044166957352,0.7464668383795473
11bc0f9b-4261-4c5e-8937-785f244ab518,-0.8541883532006506,0.545862619279059
decc63c3-2b2d-4d8b-a243-32a940e4223e,-0.8413403335524701,0.5107016013098064
c02fd5be-ff6a-4e1b-a4a7-49e4eff5e4a7,-0.6557041121972961,0.9722347037880401
9e1c4af8-b9a3-414e-a89a-50ece91ce345,-0.1468827015499209,0.31603742394293355
f10a40e4-f616-464a-b00a-4068e82cc20f,-1.4119755009508475,0.12543415040740347
0ab44c2c-0087-400f-acac-7ac459aa84fd,-0.2705568245552002,0.8065207365916004
e998ad57-f17c-438f-834d-1911fd140823,1.1293033044967473,0.8772011482819744
38512417-bbfa-4690-8bb2-ed62f97a26ad,-1.3402580715761838,0.5891743224176021
e358dd20-594d-4b02-8da0-7b6a24726162,-0.24929602825827887,0.9855836786040904
b61bfa35-d0e6-4a0b-a1a9-bc0d5b1be216,1.7634922125454582,0.5345944046578349
316eee51-a4bd-4941-a03e-aa3ff1af7dec,-0.5919594268391788,0.3531409204404511
52009ac5-b297-46e7-bfbb-677c2d791ecc,-0.9078116812173702,0.03308766534076857
9c460c00-acd7-45f9-b5bf-9d8c9ab4c26a,0.27179961738690367,0.9068995411580205
605eebe2-5a92-4024-bc48-e9562ec6a4cf,-0.004561670570553029,0.9789353555668826
5f6683cb-ec7b-4848-9c46-604bfe07889a,0.8541069362787748,0.41593195641493697
5bbb93f5-c392-4ae3-b4f9-00a95dfc1e70,-1.5900048839272278,0.7621557747895836
b7548b91-037c-4138-88ff-ee9c1de0c027,0.05604898691107586,0.27720088334861404
b1f0737d-4362-4497-be40-54ff7a75b842,0.10586256651600799,0.9308178726109965
108a195c-bcd5-4557-b15c-b1f1dc20d3b8,-0.09083757764641426,0.05504379602223486
633bc7b3-85cb-4ce3-a9ca-058aa5411ad7,-0.7138760560262599,0.037927969657492566
9f9120bc-23b2-4235-ba3b-7c3d8ce4ec04,0.20371539390183901,0.10431775641310781
be57cb6e-3c10-4ed4-bdb9-7ecc25a9bdad,1.2030318374220288,0.5890347406160452
60adb5d5-a938-48b1-82cf-ffcc911c7324,0.08431306852339326,0.887252718098356
00610f15-c07d-46db-9956-f19a85f81b7e,0.16393392334209356,0.15531994360418555
49625fc1-a966-4c9b-ba96-01593ac516c6,0.3737515499731915,0.4355122649419766
0b2b75a9-cd8a-44cc-9ce5-a31f8bed7159,-0.2269068502802026,0.9909273028371233
01d5a4c3-5fef-4d6d-ac68-8f176f8f58f0,-0.6712744045875396,0.3810573736781755
783ea78a-3e29-43dc-b959-54784db3cdb1,0.3141098794250167,0.8764638036998322
645b3388-50f9-4e63-bad0-be57716dbea5,1.484418113094343,0.6861481605925718
c083813e-8d60-4ca2-90a4-e466ee7df6aa,0.6521641579938263,0.6359045669890764
b606c7e1-301a-4b42-8429-28e178f06471,-0.23257336758307168,0.6598127610447729
acb670c0-6305-4082-9427-4d0024df9da3,1.184746186559696,0.9510536890078208
35f16a7f-2c6d-470b-bbfe-0d59e7c8c6ec,0.9209473120192396,0.8909841513208633
eba06190-aebd-4a4d-a7a2-40fabab597ef,1.2165007886765722,0.6217019422214407
eb7b956c-d000-4413-9c16-2ce2f30e5248,-1.8832628052071814,0.8436404641012023
1ef016cc-a613-4271-9d03-9aa322f7f711,0.22129197733654235,0.4712740362006985
5eee6e03-0e0f-4b65-a37f-86bf22decf67,1.8165952545950126,0.5440263175004111
b412a2fd-a8db-470e-a054-044f20618079,1.7428839750766365,0.8662438575107315
31b396f8-9b4d-40ae-86d5-2e784e12f4b9,-0.06047778742906132,0.7992808795302492
ad3a741e-7be9-400f-a33f-14926221572c,-0.5895478481095022,0.40817233188372426
1325708f-1464-4ec8-94fd-8bf7f222437f,-0.8220295926532036,0.30401828157870536
ff3360f7-c83c-45f4-9068-f1fae0275939,-0.05221815710152844,0.1863418397393688
30b30c4b-340d-472e-a5c1-27adb9822f6a,-0.0852374685916292,0.3589014838883834
ff4d20f5-a9bf-4bef-8fde-b74e073ba1d8,0.4310528283825466,0.1933794931008117
473d4dcd-7753-420e-b7a6-a1c47dd0008b,-0.19667955947317275,0.6458516223082973
3ce86349-fceb-403d-9c73-d693b1ea095e,-0.6605914123362925,0.8065836694245995
b1dceea6-72ed-4913-a346-1241b1d66699,-0.2464966445170574,0.9312768134956897
5db56762-ecb1-4b5e-b127-ce267d19b129,-0.20954280375841003,0.6799004781766753
1eae69b3-89c9-4a44-99dd-ffac816307aa,-0.5062110096325154,0.4035604768232044
94e84e20-91a1-4e19-a537-40ede55b2596,-1.4386211957454096,0.7976444977072907
9ce76cdf-cab0-4251-9486-a7f9d6bda3f0,-0.20401099591663452,0.8240710041564705
45f66c59-ba32-45e3-8414-b31382f2520a,-0.5674343872166011,0.801005551723181
03822651-363c-4bfa-b0c5-f6751406f82f,-0.3487789359694846,0.34749881372330993
2876b7b3-21b9-42cb-a9f7-463647c6bac6,-1.030188232832917,0.9974969273738771
ee8b7e9b-466d-496b-b18a-09a492e77432,0.5858462568261652,0.08764698750893873
ee33aeeb-f1ef-4148-a46d-40b996f413ff,0.3718297405469014,0.4054141691131068
9502e136-4a4b-4b8a-ac54-06b9fd70e3f9,-2.4071454677207815,0.37051211495154457
56247690-5a79-4844-b0a3-382051520138,0.963983151743084,0.3648746207239253
